InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,TotalSales,Month
667597,SKU_1109,Blue Pen,27,2020-07-17 18:00:00,19.15,88679.0,Italy,0.16,Bank Transfer,24.56,Electronics,In-store,Not Returned,UPS,London,Medium,517.05,7
953900,SKU_1218,Headphones,43,2020-07-17 19:00:00,51.21,17797.0,Italy,0.12,paypall,27.83,Furniture,Online,Not Returned,Royal Mail,London,Medium,2202.03,7
537470,SKU_1462,Headphones,4,2020-07-17 20:00:00,85.51,,Italy,0.31,Bank Transfer,26.75,Apparel,Online,Not Returned,DHL,Amsterdam,High,342.04,7
953725,SKU_1859,Headphones,18,2020-07-17 21:00:00,88.17,31488.0,Netherlands,0.38,paypall,19.29,Stationery,Online,Not Returned,FedEx,Rome,Low,1587.06,7
458402,SKU_1514,Headphones,2,2020-07-17 22:00:00,30.47,92798.0,Sweden,0.37,paypall,28.82,Apparel,Online,Not Returned,DHL,Paris,Medium,60.94,7
924837,SKU_1552,Desk Lamp,-38,2020-07-17 23:00:00,-1.36,,Portugal,1.767159517172309,Credit Card,,Electronics,In-store,Not Returned,Royal Mail,,High,51.68000000000001,7
667815,SKU_1636,White Mug,1,2020-07-18 00:00:00,49.33,70105.0,Germany,0.07,Bank Transfer,29.65,Electronics,In-store,Not Returned,DHL,London,Low,49.33,7
963659,SKU_1256,T-shirt,30,2020-07-18 01:00:00,79.27,17919.0,Australia,0.32,paypall,29.04,Accessories,In-store,Not Returned,UPS,Amsterdam,High,2378.1,7
848778,SKU_1192,Desk Lamp,43,2020-07-18 02:00:00,22.85,97685.0,Netherlands,0.02,Bank Transfer,28.29,Accessories,In-store,Not Returned,Royal Mail,Paris,High,982.5500000000001,7
239883,SKU_1626,Wall Clock,39,2020-07-18 03:00:00,16.44,10689.0,Italy,0.36,Bank Transfer,13.41,Electronics,In-store,Not Returned,FedEx,Rome,Low,641.1600000000001,7
717632,SKU_1069,T-shirt,25,2020-07-18 04:00:00,40.44,90591.0,United Kingdom,0.14,paypall,12.95,Stationery,In-store,Not Returned,FedEx,London,Medium,1011.0,7
255344,SKU_1458,Headphones,26,2020-07-18 05:00:00,30.0,47368.0,Portugal,0.42,paypall,16.15,Apparel,In-store,Not Returned,DHL,Rome,Medium,780.0,7
565226,SKU_1381,Blue Pen,31,2020-07-18 06:00:00,25.45,15773.0,Belgium,0.38,Bank Transfer,9.52,Apparel,In-store,Not Returned,Royal Mail,London,Medium,788.9499999999999,7
847852,SKU_1817,Blue Pen,16,2020-07-18 07:00:00,84.93,85205.0,Belgium,0.13,paypall,7.94,Apparel,In-store,Not Returned,UPS,Berlin,High,1358.88,7
671441,SKU_1493,USB Cable,4,2020-07-18 08:00:00,15.01,84701.0,Sweden,0.36,Credit Card,22.14,Electronics,Online,Not Returned,FedEx,Rome,Medium,60.04,7
208042,SKU_1847,Blue Pen,13,2020-07-18 09:00:00,8.15,19117.0,Netherlands,0.44,Credit Card,15.37,Stationery,In-store,Not Returned,UPS,Paris,High,105.95,7
154110,SKU_1096,Wall Clock,27,2020-07-18 10:00:00,14.79,24362.0,France,0.46,Bank Transfer,20.28,Apparel,In-store,Not Returned,FedEx,Paris,Low,399.33,7
245051,SKU_1727,Notebook,14,2020-07-18 11:00:00,49.93,66415.0,Netherlands,0.48,Credit Card,12.34,Electronics,Online,Not Returned,DHL,Paris,High,699.02,7
865419,SKU_1826,Desk Lamp,16,2020-07-18 12:00:00,93.46,,Spain,0.13,paypall,13.33,Furniture,Online,Returned,UPS,,Low,1495.36,7
863461,SKU_1223,Wall Clock,9,2020-07-18 13:00:00,15.45,26739.0,France,0.01,Bank Transfer,21.92,Electronics,Online,Not Returned,UPS,Berlin,Medium,139.04999999999998,7
128328,SKU_1841,Office Chair,30,2020-07-18 14:00:00,90.97,47587.0,Spain,0.48,Bank Transfer,11.69,Furniture,Online,Returned,Royal Mail,Amsterdam,Medium,2729.1,7
737199,SKU_1830,Notebook,9,2020-07-18 15:00:00,88.76,84559.0,Australia,0.06,paypall,8.87,Electronics,In-store,Not Returned,Royal Mail,Berlin,Medium,798.84,7
375011,SKU_1280,Wireless Mouse,39,2020-07-18 16:00:00,44.02,62877.0,Sweden,0.24,Bank Transfer,28.0,Stationery,In-store,Not Returned,FedEx,London,Low,1716.7800000000002,7
159234,SKU_1905,Wireless Mouse,27,2020-07-18 17:00:00,94.31,28077.0,Norway,0.36,Credit Card,23.48,Furniture,In-store,Not Returned,DHL,Rome,Medium,2546.37,7
912283,SKU_1332,USB Cable,7,2020-07-18 18:00:00,42.45,35948.0,Netherlands,0.08,Bank Transfer,8.99,Stationery,Online,Not Returned,DHL,Paris,Medium,297.15000000000003,7
917711,SKU_1891,Wireless Mouse,43,2020-07-18 19:00:00,22.56,28196.0,Spain,0.47,paypall,10.48,Accessories,In-store,Not Returned,FedEx,Rome,Medium,970.0799999999999,7
872791,SKU_1640,Desk Lamp,7,2020-07-18 20:00:00,81.62,36727.0,Belgium,0.37,paypall,13.22,Stationery,In-store,Not Returned,Royal Mail,Paris,Low,571.34,7
327135,SKU_1610,Blue Pen,19,2020-07-18 21:00:00,53.66,36135.0,Sweden,0.44,paypall,17.08,Accessories,Online,Not Returned,UPS,Paris,Medium,1019.54,7
697690,SKU_1781,White Mug,39,2020-07-18 22:00:00,53.95,47311.0,Sweden,0.37,Credit Card,7.23,Stationery,In-store,Not Returned,DHL,Berlin,High,2104.05,7
901881,SKU_1404,Desk Lamp,16,2020-07-18 23:00:00,59.74,20881.0,France,0.25,Credit Card,10.24,Electronics,Online,Not Returned,FedEx,London,Low,955.84,7
438365,SKU_1495,Backpack,16,2020-07-19 00:00:00,2.97,29289.0,United Kingdom,0.19,Credit Card,5.34,Stationery,In-store,Not Returned,DHL,London,High,47.52,7
975512,SKU_1758,Wall Clock,47,2020-07-19 01:00:00,10.09,76565.0,France,0.32,Bank Transfer,19.93,Furniture,In-store,Not Returned,FedEx,Amsterdam,High,474.23,7
629739,SKU_1185,Desk Lamp,34,2020-07-19 02:00:00,2.96,96367.0,United States,0.23,Bank Transfer,25.8,Electronics,In-store,Not Returned,FedEx,Paris,Low,100.64,7
187178,SKU_1755,Notebook,29,2020-07-19 03:00:00,49.2,77186.0,United States,0.36,Credit Card,9.47,Electronics,In-store,Returned,UPS,Berlin,Medium,1426.8000000000002,7
950193,SKU_1037,Notebook,39,2020-07-19 04:00:00,40.79,84211.0,Australia,0.05,Credit Card,27.11,Stationery,In-store,Not Returned,FedEx,Amsterdam,Medium,1590.81,7
336562,SKU_1768,Blue Pen,32,2020-07-19 05:00:00,96.49,,Germany,0.02,Credit Card,14.98,Electronics,Online,Not Returned,Royal Mail,Rome,Medium,3087.68,7
401014,SKU_1851,Headphones,15,2020-07-19 06:00:00,71.92,32507.0,Portugal,0.2,paypall,13.01,Stationery,Online,Not Returned,UPS,Amsterdam,High,1078.8,7
458710,SKU_1759,Blue Pen,33,2020-07-19 07:00:00,74.35,80952.0,Portugal,0.1,Bank Transfer,10.54,Electronics,Online,Not Returned,UPS,London,Low,2453.5499999999997,7
485893,SKU_1644,Wireless Mouse,21,2020-07-19 08:00:00,29.02,78958.0,United States,0.46,paypall,29.47,Stationery,Online,Not Returned,UPS,Paris,Low,609.42,7
223765,SKU_1487,Backpack,31,2020-07-19 09:00:00,64.62,31423.0,Sweden,0.04,Bank Transfer,11.24,Electronics,In-store,Not Returned,FedEx,Paris,Medium,2003.2200000000003,7
487025,SKU_1555,Backpack,39,2020-07-19 10:00:00,13.87,13276.0,Spain,0.06,Credit Card,14.2,Electronics,Online,Not Returned,UPS,Amsterdam,Medium,540.93,7
228389,SKU_1991,Blue Pen,29,2020-07-19 11:00:00,48.4,38704.0,Australia,0.21,Bank Transfer,7.34,Apparel,In-store,Not Returned,Royal Mail,London,Low,1403.6,7
813987,SKU_1704,Wireless Mouse,16,2020-07-19 12:00:00,72.18,78208.0,Norway,0.15,paypall,29.24,Furniture,Online,Not Returned,Royal Mail,Amsterdam,High,1154.88,7
297227,SKU_1505,Notebook,45,2020-07-19 13:00:00,82.6,,Portugal,0.28,paypall,6.04,Accessories,In-store,Not Returned,UPS,,Low,3716.9999999999995,7
592402,SKU_1488,Office Chair,23,2020-07-19 14:00:00,79.84,84118.0,Italy,0.4,Credit Card,14.25,Apparel,In-store,Not Returned,DHL,Amsterdam,Low,1836.3200000000002,7
911804,SKU_1056,Notebook,37,2020-07-19 15:00:00,14.1,52511.0,Germany,0.1,Bank Transfer,9.98,Furniture,Online,Not Returned,FedEx,Rome,Medium,521.6999999999999,7
890074,SKU_1511,White Mug,7,2020-07-19 16:00:00,38.22,,Portugal,0.14,Credit Card,12.99,Stationery,In-store,Not Returned,DHL,Paris,Low,267.53999999999996,7
360220,SKU_1247,Office Chair,-33,2020-07-19 17:00:00,34.41,,Germany,0.08,Credit Card,,Electronics,In-store,Not Returned,Royal Mail,,Medium,-1135.53,7
521217,SKU_1103,Backpack,40,2020-07-19 18:00:00,54.24,24261.0,France,0.06,paypall,11.91,Accessories,Online,Not Returned,FedEx,London,High,2169.6,7
396208,SKU_1556,Blue Pen,43,2020-07-19 19:00:00,34.05,76046.0,Sweden,0.12,paypall,13.26,Furniture,In-store,Not Returned,Royal Mail,Paris,Medium,1464.1499999999999,7
850186,SKU_1059,Wall Clock,30,2020-07-19 20:00:00,47.44,75213.0,United States,0.19,Bank Transfer,11.79,Apparel,Online,Not Returned,DHL,London,Medium,1423.1999999999998,7
900554,SKU_1577,Wall Clock,10,2020-07-19 21:00:00,31.61,26616.0,Norway,0.28,Bank Transfer,19.99,Furniture,In-store,Not Returned,DHL,Paris,High,316.1,7
168431,SKU_1734,Notebook,-27,2020-07-19 22:00:00,-27.29,,Sweden,1.0872037775494825,paypall,,Electronics,Online,Not Returned,DHL,,Medium,736.8299999999999,7
155745,SKU_1558,Headphones,13,2020-07-19 23:00:00,17.26,76459.0,Netherlands,0.34,Credit Card,11.68,Electronics,In-store,Not Returned,UPS,Paris,High,224.38000000000002,7
150081,SKU_1237,Wireless Mouse,22,2020-07-20 00:00:00,36.79,67777.0,United States,0.03,Bank Transfer,18.24,Furniture,Online,Not Returned,DHL,London,High,809.38,7
316204,SKU_1370,Backpack,39,2020-07-20 01:00:00,25.93,98916.0,Belgium,0.3,paypall,12.33,Apparel,In-store,Not Returned,UPS,Amsterdam,Medium,1011.27,7
501415,SKU_1025,Wall Clock,-42,2020-07-20 02:00:00,-30.92,,Netherlands,1.8838740511665577,paypall,,Accessories,Online,Not Returned,UPS,,High,1298.64,7
700541,SKU_1392,Desk Lamp,34,2020-07-20 03:00:00,34.59,96964.0,Belgium,0.28,paypall,26.56,Stationery,In-store,Not Returned,DHL,Rome,High,1176.0600000000002,7
398335,SKU_1818,Desk Lamp,-11,2020-07-20 04:00:00,-10.5,,United Kingdom,1.6463989943950126,Credit Card,,Electronics,Online,Not Returned,DHL,,Medium,115.5,7
896643,SKU_1605,Blue Pen,45,2020-07-20 05:00:00,15.29,,Australia,0.2,Bank Transfer,8.75,Electronics,Online,Returned,DHL,London,Medium,688.05,7
211086,SKU_1109,Wireless Mouse,32,2020-07-20 06:00:00,21.08,28547.0,Netherlands,0.34,Credit Card,6.93,Accessories,Online,Not Returned,DHL,London,High,674.56,7
556285,SKU_1391,USB Cable,-1,2020-07-20 07:00:00,-57.3,,Germany,1.6166808882968962,Credit Card,,Electronics,In-store,Not Returned,UPS,,High,57.3,7
514758,SKU_1772,USB Cable,12,2020-07-20 08:00:00,43.05,62642.0,Norway,0.37,Credit Card,28.03,Accessories,In-store,Not Returned,UPS,London,High,516.5999999999999,7
524528,SKU_1253,Desk Lamp,31,2020-07-20 09:00:00,2.73,43233.0,Netherlands,0.05,paypall,18.24,Electronics,In-store,Not Returned,UPS,London,High,84.63,7
538458,SKU_1806,Office Chair,44,2020-07-20 10:00:00,96.89,82741.0,France,0.37,paypall,6.8,Stationery,In-store,Not Returned,Royal Mail,Paris,Low,4263.16,7
988403,SKU_1835,Notebook,15,2020-07-20 11:00:00,37.77,31943.0,Australia,0.28,Credit Card,22.15,Accessories,In-store,Not Returned,DHL,Berlin,Medium,566.5500000000001,7
718071,SKU_1551,Desk Lamp,12,2020-07-20 12:00:00,46.06,28771.0,Norway,0.49,paypall,8.43,Furniture,In-store,Not Returned,DHL,Amsterdam,Low,552.72,7
749969,SKU_1803,Notebook,35,2020-07-20 13:00:00,23.32,11817.0,Netherlands,0.19,Credit Card,15.7,Accessories,Online,Not Returned,Royal Mail,Rome,Low,816.2,7
712181,SKU_1916,Office Chair,1,2020-07-20 14:00:00,39.39,32200.0,Netherlands,0.38,Bank Transfer,22.03,Electronics,Online,Not Returned,UPS,Amsterdam,Low,39.39,7
599797,SKU_1765,Office Chair,44,2020-07-20 15:00:00,41.39,23574.0,Netherlands,0.31,Bank Transfer,26.57,Accessories,Online,Not Returned,DHL,London,High,1821.16,7
258763,SKU_1096,Wall Clock,25,2020-07-20 16:00:00,40.3,73022.0,France,0.07,Credit Card,17.94,Apparel,Online,Not Returned,FedEx,London,Low,1007.4999999999999,7
702248,SKU_1537,Headphones,10,2020-07-20 17:00:00,7.94,96367.0,Norway,0.43,paypall,13.14,Accessories,Online,Not Returned,FedEx,Rome,Low,79.4,7
970820,SKU_1103,White Mug,33,2020-07-20 18:00:00,87.04,75463.0,France,0.18,Bank Transfer,17.39,Furniture,In-store,Not Returned,FedEx,Rome,Low,2872.32,7
122601,SKU_1614,Office Chair,42,2020-07-20 19:00:00,3.52,52087.0,Spain,0.33,Bank Transfer,9.06,Electronics,Online,Not Returned,DHL,Paris,High,147.84,7
511236,SKU_1586,Office Chair,-2,2020-07-20 20:00:00,-66.63,,Australia,1.585995261636732,Credit Card,,Apparel,Online,Not Returned,DHL,,Medium,133.26,7
239227,SKU_1596,Wall Clock,15,2020-07-20 21:00:00,19.45,54437.0,Norway,0.49,paypall,20.23,Stationery,Online,Not Returned,DHL,Amsterdam,Medium,291.75,7
824479,SKU_1495,Desk Lamp,8,2020-07-20 22:00:00,96.14,16777.0,Australia,0.38,paypall,11.84,Accessories,Online,Returned,UPS,Berlin,Low,769.12,7
792137,SKU_1213,USB Cable,38,2020-07-20 23:00:00,28.49,83498.0,Netherlands,0.32,Credit Card,15.35,Apparel,Online,Not Returned,Royal Mail,Rome,Low,1082.62,7
381854,SKU_1112,Blue Pen,48,2020-07-21 00:00:00,32.99,51782.0,Australia,0.22,Credit Card,28.49,Accessories,Online,Not Returned,UPS,Berlin,Low,1583.52,7
470858,SKU_1311,White Mug,28,2020-07-21 01:00:00,54.69,86401.0,Spain,0.38,Credit Card,5.53,Stationery,Online,Not Returned,DHL,Berlin,Medium,1531.32,7
779892,SKU_1568,Blue Pen,-12,2020-07-21 02:00:00,58.2,,United Kingdom,0.47,paypall,,Furniture,In-store,Not Returned,Royal Mail,,Low,-698.4000000000001,7
753015,SKU_1954,T-shirt,24,2020-07-21 03:00:00,55.04,24152.0,Portugal,0.49,Credit Card,25.6,Apparel,In-store,Not Returned,FedEx,Paris,High,1320.96,7
687515,SKU_1895,T-shirt,2,2020-07-21 04:00:00,17.3,40283.0,Germany,0.45,paypall,13.67,Furniture,In-store,Not Returned,FedEx,Rome,Low,34.6,7
760327,SKU_1100,White Mug,3,2020-07-21 05:00:00,40.72,76234.0,Germany,0.24,Bank Transfer,12.45,Furniture,Online,Not Returned,UPS,Paris,Low,122.16,7
708577,SKU_1761,Backpack,25,2020-07-21 06:00:00,23.97,29326.0,Sweden,0.44,Bank Transfer,22.68,Furniture,Online,Not Returned,Royal Mail,Paris,Low,599.25,7
251094,SKU_1646,Wall Clock,34,2020-07-21 07:00:00,8.8,,Italy,0.16,Bank Transfer,27.27,Electronics,Online,Returned,DHL,,Low,299.20000000000005,7
536679,SKU_1937,Backpack,36,2020-07-21 08:00:00,25.4,21499.0,Sweden,0.19,Credit Card,6.26,Electronics,Online,Not Returned,Royal Mail,Amsterdam,High,914.4,7
830031,SKU_1652,Backpack,17,2020-07-21 09:00:00,62.39,53020.0,Netherlands,0.33,paypall,18.19,Electronics,In-store,Not Returned,UPS,London,Medium,1060.63,7
892154,SKU_1083,Desk Lamp,19,2020-07-21 10:00:00,39.17,82338.0,United States,0.39,Credit Card,11.8,Electronics,In-store,Not Returned,UPS,Paris,Low,744.23,7
782773,SKU_1718,Wall Clock,29,2020-07-21 11:00:00,90.44,,Netherlands,0.45,Credit Card,8.5,Accessories,Online,Not Returned,FedEx,,Low,2622.7599999999998,7
967482,SKU_1741,Blue Pen,19,2020-07-21 12:00:00,62.54,16450.0,United Kingdom,0.4,paypall,16.87,Apparel,In-store,Not Returned,FedEx,Amsterdam,High,1188.26,7
602648,SKU_1929,T-shirt,37,2020-07-21 13:00:00,37.51,35065.0,Australia,0.17,paypall,7.66,Apparel,In-store,Not Returned,DHL,London,Medium,1387.87,7
858108,SKU_1867,White Mug,36,2020-07-21 14:00:00,95.83,73278.0,Belgium,0.29,paypall,18.26,Stationery,In-store,Not Returned,Royal Mail,Rome,High,3449.88,7
861282,SKU_1948,Wall Clock,30,2020-07-21 15:00:00,87.46,19137.0,Italy,0.16,paypall,5.76,Apparel,Online,Not Returned,UPS,Berlin,Low,2623.7999999999997,7
579083,SKU_1301,White Mug,11,2020-07-21 16:00:00,43.84,75985.0,United Kingdom,0.3,Bank Transfer,18.89,Furniture,Online,Not Returned,FedEx,London,Medium,482.24,7
445740,SKU_1952,Wall Clock,9,2020-07-21 17:00:00,78.81,,Norway,0.04,Bank Transfer,12.68,Apparel,Online,Not Returned,DHL,,Medium,709.29,7
953164,SKU_1572,Notebook,37,2020-07-21 18:00:00,67.37,66611.0,Norway,0.21,Credit Card,25.95,Accessories,In-store,Not Returned,FedEx,Paris,Low,2492.69,7
505513,SKU_1216,T-shirt,34,2020-07-21 19:00:00,48.42,,Netherlands,0.13,paypall,17.8,Apparel,In-store,Not Returned,FedEx,Berlin,High,1646.28,7
168323,SKU_1567,USB Cable,20,2020-07-21 20:00:00,60.35,56207.0,Sweden,0.22,paypall,18.6,Furniture,Online,Not Returned,DHL,Rome,Medium,1207.0,7
385960,SKU_1540,USB Cable,4,2020-07-21 21:00:00,57.01,49845.0,Belgium,0.49,paypall,23.0,Stationery,In-store,Not Returned,DHL,Rome,Medium,228.04,7
664983,SKU_1622,Notebook,5,2020-07-21 22:00:00,23.93,28344.0,Portugal,0.24,paypall,9.81,Accessories,Online,Not Returned,UPS,Amsterdam,High,119.65,7
512918,SKU_1091,USB Cable,13,2020-07-21 23:00:00,20.86,72290.0,Australia,0.43,Bank Transfer,7.34,Electronics,Online,Not Returned,UPS,London,Medium,271.18,7
518458,SKU_1653,Notebook,4,2020-07-22 00:00:00,65.15,94328.0,Norway,0.13,Bank Transfer,26.77,Furniture,Online,Not Returned,FedEx,Berlin,Medium,260.6,7
155841,SKU_1451,Backpack,10,2020-07-22 01:00:00,36.45,69005.0,Norway,0.02,Credit Card,28.14,Stationery,In-store,Not Returned,UPS,London,Low,364.5,7
490642,SKU_1613,T-shirt,45,2020-07-22 02:00:00,5.67,37265.0,Sweden,0.1,paypall,23.43,Furniture,In-store,Not Returned,Royal Mail,London,Low,255.15,7
298784,SKU_1070,Notebook,44,2020-07-22 03:00:00,76.02,13583.0,France,0.26,Bank Transfer,26.43,Furniture,Online,Returned,DHL,Berlin,Low,3344.8799999999997,7
207096,SKU_1524,Office Chair,44,2020-07-22 04:00:00,28.76,73167.0,Portugal,0.17,Credit Card,21.15,Stationery,In-store,Not Returned,DHL,Amsterdam,High,1265.44,7
192764,SKU_1400,White Mug,2,2020-07-22 05:00:00,86.55,,Netherlands,0.27,paypall,18.74,Stationery,In-store,Not Returned,UPS,Paris,High,173.1,7
546790,SKU_1668,Backpack,-32,2020-07-22 06:00:00,-7.06,,Germany,1.43722012312169,paypall,,Apparel,In-store,Not Returned,DHL,,High,225.92,7
710032,SKU_1080,Desk Lamp,10,2020-07-22 07:00:00,54.76,53715.0,Norway,0.11,Credit Card,23.46,Accessories,In-store,Not Returned,FedEx,London,Medium,547.6,7
914914,SKU_1099,Backpack,47,2020-07-22 08:00:00,19.78,62491.0,Belgium,0.29,Bank Transfer,9.5,Electronics,In-store,Not Returned,Royal Mail,Berlin,Medium,929.6600000000001,7
633459,SKU_1594,Wall Clock,2,2020-07-22 09:00:00,43.23,81402.0,Germany,0.18,paypall,25.65,Electronics,Online,Not Returned,Royal Mail,Paris,Low,86.46,7
725043,SKU_1217,Notebook,16,2020-07-22 10:00:00,38.03,65141.0,Spain,0.18,paypall,27.69,Apparel,In-store,Not Returned,UPS,Rome,High,608.48,7
592148,SKU_1883,Wireless Mouse,7,2020-07-22 11:00:00,46.96,,United States,0.2,Bank Transfer,20.28,Stationery,Online,Not Returned,Royal Mail,London,High,328.72,7
732413,SKU_1748,USB Cable,9,2020-07-22 12:00:00,59.93,,United States,0.35,Bank Transfer,13.99,Accessories,In-store,Not Returned,Royal Mail,,High,539.37,7
468226,SKU_1124,Headphones,47,2020-07-22 13:00:00,46.64,96083.0,Germany,0.1,Credit Card,10.7,Apparel,Online,Not Returned,DHL,Paris,Low,2192.08,7
103696,SKU_1200,Backpack,24,2020-07-22 14:00:00,65.72,27381.0,United Kingdom,0.09,Bank Transfer,20.03,Electronics,Online,Not Returned,Royal Mail,Amsterdam,High,1577.28,7
226310,SKU_1001,Headphones,9,2020-07-22 15:00:00,22.47,51472.0,United Kingdom,0.13,Bank Transfer,6.66,Accessories,Online,Not Returned,DHL,Amsterdam,Medium,202.23,7
775673,SKU_1573,Headphones,46,2020-07-22 16:00:00,46.06,29295.0,France,0.44,Credit Card,27.9,Accessories,Online,Not Returned,UPS,Paris,Medium,2118.76,7
905581,SKU_1019,Blue Pen,29,2020-07-22 17:00:00,7.18,77497.0,Norway,0.4,Bank Transfer,17.08,Stationery,Online,Not Returned,DHL,London,High,208.22,7
939953,SKU_1982,Notebook,8,2020-07-22 18:00:00,53.08,16171.0,Netherlands,0.45,Credit Card,25.46,Stationery,Online,Not Returned,Royal Mail,Berlin,Low,424.64,7
145740,SKU_1721,Wireless Mouse,12,2020-07-22 19:00:00,42.62,66515.0,Italy,0.46,Bank Transfer,28.33,Stationery,In-store,Not Returned,Royal Mail,London,High,511.43999999999994,7
206611,SKU_1951,Notebook,-47,2020-07-22 20:00:00,65.44,,Portugal,0.32,Credit Card,,Furniture,In-store,Returned,Royal Mail,,High,-3075.68,7
498172,SKU_1857,Office Chair,9,2020-07-22 21:00:00,19.35,89405.0,Sweden,0.42,paypall,22.97,Furniture,Online,Not Returned,FedEx,Berlin,Medium,174.15,7
568947,SKU_1179,Office Chair,-27,2020-07-22 22:00:00,27.38,,United Kingdom,0.48,Credit Card,,Accessories,Online,Not Returned,Royal Mail,,Medium,-739.26,7
575828,SKU_1408,Wireless Mouse,29,2020-07-22 23:00:00,68.88,48611.0,United Kingdom,0.42,Credit Card,28.49,Stationery,Online,Not Returned,UPS,Berlin,Low,1997.52,7
873210,SKU_1061,White Mug,32,2020-07-23 00:00:00,35.74,70205.0,Portugal,0.22,Bank Transfer,14.98,Stationery,In-store,Not Returned,UPS,Rome,Medium,1143.68,7
428785,SKU_1272,White Mug,20,2020-07-23 01:00:00,89.73,62116.0,United Kingdom,0.21,Credit Card,6.91,Stationery,Online,Not Returned,FedEx,Paris,High,1794.6000000000001,7
688099,SKU_1806,T-shirt,23,2020-07-23 02:00:00,16.86,36601.0,Italy,0.25,paypall,23.24,Stationery,In-store,Not Returned,DHL,Rome,Medium,387.78,7
545376,SKU_1752,USB Cable,25,2020-07-23 03:00:00,70.69,97232.0,Sweden,0.16,Bank Transfer,9.13,Stationery,In-store,Not Returned,Royal Mail,Berlin,High,1767.25,7
806673,SKU_1762,Wall Clock,15,2020-07-23 04:00:00,15.12,93928.0,Belgium,0.3,Bank Transfer,15.57,Furniture,In-store,Not Returned,FedEx,London,High,226.79999999999998,7
687520,SKU_1009,Backpack,33,2020-07-23 05:00:00,36.13,64502.0,Germany,0.28,Bank Transfer,28.49,Stationery,Online,Not Returned,Royal Mail,London,Low,1192.2900000000002,7
901849,SKU_1698,Notebook,36,2020-07-23 06:00:00,13.72,47271.0,France,0.28,Credit Card,7.26,Accessories,Online,Not Returned,Royal Mail,Berlin,Low,493.92,7
780089,SKU_1920,T-shirt,30,2020-07-23 07:00:00,48.03,25765.0,Spain,0.17,Bank Transfer,18.47,Apparel,In-store,Not Returned,DHL,Berlin,Medium,1440.9,7
212492,SKU_1621,USB Cable,16,2020-07-23 08:00:00,69.19,94082.0,Portugal,0.16,Bank Transfer,6.32,Electronics,Online,Not Returned,DHL,London,Medium,1107.04,7
130099,SKU_1539,Wireless Mouse,9,2020-07-23 09:00:00,22.85,43081.0,Belgium,0.28,Credit Card,25.57,Apparel,Online,Not Returned,FedEx,Rome,Medium,205.65,7
853494,SKU_1985,USB Cable,44,2020-07-23 10:00:00,99.25,76128.0,Spain,0.35,Credit Card,9.47,Electronics,Online,Not Returned,UPS,London,Medium,4367.0,7
523177,SKU_1459,Office Chair,10,2020-07-23 11:00:00,30.24,28905.0,Belgium,0.29,Bank Transfer,6.11,Stationery,In-store,Returned,UPS,London,Medium,302.4,7
742762,SKU_1060,T-shirt,36,2020-07-23 12:00:00,64.6,46410.0,Australia,0.25,paypall,18.32,Electronics,In-store,Not Returned,FedEx,Paris,Medium,2325.6,7
371400,SKU_1057,Notebook,32,2020-07-23 13:00:00,33.69,31580.0,France,0.42,Credit Card,19.17,Electronics,Online,Not Returned,UPS,Paris,Medium,1078.08,7
579336,SKU_1299,Wall Clock,47,2020-07-23 14:00:00,29.75,40528.0,France,0.22,paypall,21.47,Stationery,Online,Not Returned,FedEx,Amsterdam,High,1398.25,7
867876,SKU_1496,Wall Clock,14,2020-07-23 15:00:00,26.07,26568.0,Germany,0.26,paypall,26.57,Furniture,In-store,Returned,Royal Mail,Amsterdam,Medium,364.98,7
658969,SKU_1338,Office Chair,35,2020-07-23 16:00:00,45.99,81257.0,Portugal,0.44,Credit Card,6.43,Accessories,Online,Not Returned,Royal Mail,London,Low,1609.65,7
191328,SKU_1251,Headphones,14,2020-07-23 17:00:00,92.23,41223.0,Germany,0.13,Credit Card,21.25,Electronics,In-store,Not Returned,FedEx,Paris,Low,1291.22,7
842800,SKU_1406,Office Chair,1,2020-07-23 18:00:00,44.56,84767.0,Belgium,0.27,paypall,7.15,Furniture,In-store,Not Returned,DHL,London,Low,44.56,7
405505,SKU_1973,USB Cable,24,2020-07-23 19:00:00,73.92,48641.0,Netherlands,0.43,Bank Transfer,25.02,Apparel,Online,Not Returned,FedEx,London,Low,1774.08,7
557719,SKU_1255,Wall Clock,12,2020-07-23 20:00:00,42.16,58468.0,Portugal,0.42,paypall,13.93,Accessories,In-store,Not Returned,UPS,Rome,Medium,505.91999999999996,7
134540,SKU_1380,Wireless Mouse,48,2020-07-23 21:00:00,66.44,27302.0,Belgium,0.05,Credit Card,15.85,Apparel,In-store,Not Returned,Royal Mail,Rome,Low,3189.12,7
257608,SKU_1144,T-shirt,41,2020-07-23 22:00:00,26.35,88845.0,Portugal,0.27,paypall,18.61,Stationery,In-store,Not Returned,FedEx,Amsterdam,High,1080.3500000000001,7
184700,SKU_1590,Desk Lamp,9,2020-07-23 23:00:00,90.5,84483.0,Spain,0.22,Bank Transfer,28.3,Apparel,In-store,Not Returned,DHL,Rome,Low,814.5,7
440676,SKU_1340,Wall Clock,13,2020-07-24 00:00:00,97.23,18210.0,Belgium,0.01,Bank Transfer,27.44,Stationery,Online,Returned,FedEx,Paris,Low,1263.99,7
